7,7,-1
7,3,1
3,10,-1
7,2,1
1,10,-1
7,9,-1
8,3,1
1,9,-1
4,10,-1
7,9,-1
10,7,1
3,10,-1
1,9,-1
3,7,-1
8,2,1
8,2,1
5,4,1
3,5,-1
7,5,1
5,10,-1
2,5,-1
5,1,1
6,6,1
8,6,1
1,10,-1
10,9,1
5,1,1
7,8,-1
3,4,-1
6,6,1
5,3,1
7,2,1
3,4,-1
5,4,1
6,1,1
9,3,1
1,6,-1
4,5,-1
3,4,-1
3,1,1
9,7,1
4,3,1
5,6,-1
6,3,1
10,3,1
8,5,1
2,3,-1
9,5,1
9,4,1
3,3,1
3,2,1
5,8,-1
9,6,1
8,2,1
